Ingredient,Substitute 1,Substitute 2,Calories,Protein (g),Fat (g),Carbs (g),Sugar (g),Sodium (mg),Cholesterol (mg)
"OIL,OAT","OIL,PNUT,SALAD OR COOKING",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"FISH OIL,COD LIVER","FISH OIL,MENHADEN","FISH OIL,MENHADEN,FULLY HYDR",902.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,570.0
"FISH OIL,HERRING","FISH OIL,SARDINE","FISH OIL,COD LIVER",902.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,766.0
"FISH OIL,MENHADEN","FISH OIL,MENHADEN,FULLY HYDR","FISH OIL,SALMON",902.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,521.0
"FISH OIL,MENHADEN,FULLY HYDR","FISH OIL,SALMON","FISH OIL,MENHADEN",902.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,500.0
"FISH OIL,SALMON","FISH OIL,MENHADEN,FULLY HYDR","FISH OIL,MENHADEN",902.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,485.0
"FISH OIL,SARDINE","FISH OIL,HERRING","FISH OIL,COD LIVER",902.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,710.0
"SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)","OIL,PNUT,SALAD OR COOKING",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"MARGARINE-LIKE,VEG OIL-BUTTER SPRD,TUB,W/ SALT","VEG OIL SPRD,37% FAT,UNSPEC OILS,W/ SALT,W/ ADDED VITAMIN D","VEG OIL SPRD,UNSPEC OILS,APPROX 37% FAT,W/ SALT",362.0,1.0,40.0,1.0,12.175499856774563,786.0,76.69220283533261
"BUTTER,LT,STK,W/SALT","BUTTER,LT,STK,WO/SALT","CHICKEN,BROILERS OR FRYERS,FAT,RAW",509.0,3.3,55.1,28.47822187560928,12.175499856774563,450.0,106.0
"BUTTER,LT,STK,WO/SALT","BUTTER,LT,STK,W/SALT","CHICKEN,BROILERS OR FRYERS,FAT,RAW",499.0,3.3,55.1,28.47822187560928,12.175499856774563,36.0,106.0
"MEAT DRIPPINGS (LARD,BF TALLOW,MUTTON TALLOW)","FAT,DUCK","FAT,GOOSE",889.0,12.224862426035504,98.59,28.47822187560928,12.175499856774563,545.0,101.0
"ANIMAL FAT,BACON GREASE",LARD,"FAT,GOOSE",897.0,12.224862426035504,99.5,28.47822187560928,12.175499856774563,150.0,95.0
"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT","MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D","MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS",717.0,0.16,80.71,0.7,12.175499856774563,751.0,76.69220283533261
"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT","MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT,W/ ADDED VITAMIN D","MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS",713.0,0.22,80.17,0.75,12.175499856774563,657.0,76.69220283533261
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STK,W/ SALT","VEG OIL SPRD,60% FAT,STK,W/ SALT,W/ ADDED VITAMIN D","MARGARINE-LIKE SPRD,SMART BALANCE REG BUTTERY SPRD",537.0,0.12,60.39,0.69,12.175499856774563,785.0,76.69220283533261
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,TUB,W/ SALT","VEG OIL SPRD,60% FAT,TUB,W/ SALT,W/ ADDED VITAMIN D","VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT",533.0,0.17,59.81,0.86,12.175499856774563,615.0,1.0
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,W/ SALT","VEG-OIL SPRD,STICK/TUB/BOTTLE,60% FAT,W/ ADDED VITAMIN D","CHICKEN,BROILERS OR FRYERS,FAT,RAW",526.0,0.6,59.17,28.47822187560928,12.175499856774563,700.0,1.0
"SHORTENING,VEG,HOUSEHOLD,COMP","OIL,INDUSTRIAL,COCNT,CONFECTION FAT,ICE CRM COATINGS","OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS",884.0,12.224862426035504,99.97,28.47822187560928,12.175499856774563,4.0,76.69220283533261
"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT","MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT,W/ ADDED VITAMIN D","MARGARINE,REG,80% FAT,COMP,TUB,WO/ SALT",717.0,0.16,80.71,0.7,12.175499856774563,2.0,76.69220283533261
"MARGARINE,REG,80% FAT,COMP,TUB,WO/ SALT","MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT,W/ ADDED VITAMIN D","MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT",713.0,0.22,80.17,0.75,12.175499856774563,28.0,76.69220283533261
"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT","VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT,W/VIT D","MARGARINE-LIKE,VEG OIL SPRD,60% FAT,TUB,W/ SALT",533.0,0.17,59.81,0.86,12.175499856774563,2.0,1.0
"MARGARINE-LIKE,VEG OIL SPRD,FAT FREE,LIQ,W/ SALT","SOUP,OYSTER STEW,CND,COND","SOUP,CRAB,CND,RTS",43.0,1.5,3.0,2.5,12.175499856774563,833.0,1.0
"MARGARINE-LIKE SPRD W/ YOGURT,70% FAT,STK,W/ SALT","MARGARINE, VEG OIL SPRD,70% FAT,SOYBN & PART HYDR SOYBN,STK","MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB",630.0,0.3,70.0,0.5,12.175499856774563,590.0,76.69220283533261
"MARGARINE-LIKE SPRD W/ YOGURT,APPROX 40% FAT,TUB,W/ SALT","VEG OIL SPRD,37% FAT,UNSPEC OILS,W/ SALT,W/ ADDED VITAMIN D","VEG OIL SPRD,UNSPEC OILS,APPROX 37% FAT,W/ SALT",330.0,2.0,35.0,2.0,12.175499856774563,630.0,76.69220283533261
"MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS","MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT,W/ ADDED VITAMIN D","MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT",717.0,0.16,80.71,0.7,12.175499856774563,654.0,76.69220283533261
"MARGARINE, VEG OIL SPRD,70% FAT,SOYBN & PART HYDR SOYBN,STK","MARGARINE-LIKE SPRD W/ YOGURT,70% FAT,STK,W/ SALT","SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE",628.0,0.26,70.22,1.53,12.175499856774563,700.0,76.69220283533261
"MARGARINE SPRD,APPROX 48% FAT,TUB","MARGARINE-LIKE,VEG OIL SPRD,60% FAT,TUB,W/ SALT","VEG OIL SPRD,60% FAT,TUB,W/ SALT,W/ ADDED VITAMIN D",424.0,0.2,47.53,0.86,12.175499856774563,646.0,1.0
"MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB","GRAVY,MUSHROOM,CANNED","USDA COMMODITY,SALSA",44.0,0.1,3.04,4.34,12.175499856774563,580.0,76.69220283533261
"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,W/ SALT","MARGARINE-LIKE,VEG OIL SPRD,20% FAT,WO/ SALT","SAUCE,SOFRITO,PREP FROM RECIPE",175.0,12.224862426035504,19.5,0.4,12.175499856774563,733.0,76.69220283533261
"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,WO/ SALT","MARGARINE-LIKE,VEG OIL SPRD,20% FAT,W/ SALT","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW",175.0,12.224862426035504,19.5,0.4,12.175499856774563,329.0420451215939,76.69220283533261
"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE","SALAD DRSNG,FRENCH DRSNG,FAT-FREE",REDDI WIP FAT FREE WHIPPED TOPPING,132.0,0.55,1.45,29.27,16.83,788.0,5.0
"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE","SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG","SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG",47.0,0.97,0.87,8.75,8.85,1129.0,2.0
"SALAD DRSNG,RANCH DRSNG,FAT-FREE","SALAD DRSNG,CAESAR,FAT-FREE","SALAD DRSNG,RANCH DRSNG,RED FAT",119.0,0.25,1.92,26.51,5.35,897.0,7.0
"SALAD DRSNG,RANCH DRSNG,COMM,REG","SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG","SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL",484.0,1.03,51.39,6.69,2.45,1094.0,33.0
"SALAD DRSNG,RANCH DRSNG,RED FAT","SALAD DRSNG,MAYO,IMITN,SOYBN","SALAD DRSNG,RANCH DRSNG,FAT-FREE",196.0,1.25,12.42,21.33,3.77,1120.0,16.0
"SALAD DRSNG,MAYO,LT","SALAD DRSNG,KRAFT MAYO LT MAYO","SALAD DRSNG,MAYO,LT,SMART BALANCE,OMEGA PLUS LT",324.0,0.88,33.09,8.2,4.34,673.0,35.0
"OIL,INDUSTRIAL,MID-OLEIC,SUNFLOWER","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,CANOLA W/ ANTIFOAMING AGENT","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,CANOLA FOR SALADS,WOKS & LT FRYING","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUS,CANOLA (PART HYDROG) OIL FOR DEEP FAT FRYING","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,COCNT","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,SOY (PART HYDR),FOR POPCORN & FLAVORING VEG","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"SHORTENING,INDUS,SOY (PART HYDROG),POURABLE LIQ FRY","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,SOY,REFINED,FOR WOKS & LT FRYING","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,SOY (PART HYDR),FOR NON-DAIRY BUTTER FLAVOR","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,SOY ( PART HYDROGENATED),ALLPURP","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,SOY (PART HYDR ) & SOY,POURABLE FRY","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUS,SOY (PART HYDROG) & CTTNSD,TORTILLA SHORTENING","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"MARGARINE-LIKE SHORTENING,INDUS,SOY(PART  HYDR),CTTNSD,& SOY","CHICKEN,BROILERS OR FRYERS,FAT,RAW","MARGARINE,INDUS,NON-DAIRY,CTTNSD,SOY OIL (PART HYDR )",628.0,12.224862426035504,71.0,28.47822187560928,12.175499856774563,864.0,76.69220283533261
"OIL,INDUSTRIAL,PALM KERNEL,CONFECTION FAT","OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS","OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),FILLING FAT",884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,6.0,76.69220283533261
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT","OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS","OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),FILLING FAT",884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,6.0,76.69220283533261
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT","OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS","OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),FILLING FAT",884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,6.0,76.69220283533261
"OIL,INDUSTRIAL,COCNT,CONFECTION FAT,ICE CRM COATINGS","OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS","OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT",884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,5.0,76.69220283533261
"OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS","OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT","OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),FILLING FAT",884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,6.0,76.69220283533261
"OIL,INDUSTRIAL,COCNT (HYDROGENATED),FOR TOPPINGS & WHITENERS","OIL,INDUSTRIAL,PALM & PALM KERNEL,FILLING FAT (NON-HYDROG)","SHORTENING,VEG,HOUSEHOLD,COMP",880.0,12.224862426035504,99.5,28.47822187560928,12.175499856774563,7.0,76.69220283533261
"OIL,INDUSTRIAL,PALM & PALM KERNEL,FILLING FAT (NON-HYDROG)","OIL,INDUSTRIAL,COCNT (HYDROGENATED),FOR TOPPINGS & WHITENERS","SHORTENING,VEG,HOUSEHOLD,COMP",880.0,12.224862426035504,99.5,28.47822187560928,12.175499856774563,6.0,76.69220283533261
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),FILLING FAT","OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS","OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT",884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,6.0,76.69220283533261
"OIL,INDUSTRIAL,SOY (PARTHYDR ),PALM, ICINGS & FILLINGS","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"MARGARINE,INDUS,NON-DAIRY,CTTNSD,SOY OIL (PART HYDR )","CHICKEN,BROILERS OR FRYERS,FAT,RAW","OIL,PAM COOKING SPRAY,ORIGINAL",714.0,1.9,80.2,28.47822187560928,12.175499856774563,879.0,76.69220283533261
"SHORTENING,INDUSTRIAL,SOY (PARTIALLY HYDR )&CORN FOR FRYING","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"SHORTENING,INDUS,SOY (PART HYDR ) FOR BAKING & CONFECTIONS","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"MARGARINE,INDUS,SOY & PART HYDR SOY OIL,BAKING,SAUCES,CANDY","MARGARINE,REG,80% FAT,COMP,STK,W/ SALT","MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D",714.0,0.18,80.0,0.71,12.175499856774563,886.0,76.69220283533261
"USDA CMDTY FD,OIL,VEG,SOYBN,REFINED","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"USDA CMDTY FD,OIL,VEG,LO SATURATED FAT","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"MARGARINE-LIKE SPRD,SMART BALANCE REG BUTTERY SPRD","MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB","MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STK,W/ SALT",583.0,0.14,64.63,0.14,12.175499856774563,646.0,76.69220283533261
"MARGARINE-LIKE SPRD,SMART BALANCE LT BUTTERY SPRD","VEG OIL SPRD,UNSPEC OILS,APPROX 37% FAT,W/ SALT","VEG OIL SPRD,37% FAT,UNSPEC OILS,W/ SALT,W/ ADDED VITAMIN D",337.0,0.02,36.41,1.98,12.175499856774563,580.0,76.69220283533261
"MARGARINE-LIKE SPRD,SMART BEAT SUPER LT WO/ SATURATED FAT","TURKEY,MECHANICALLY DEBONED,FROM TURKEY FRAMES,RAW","POULTRY,MECHANICALLY DEBONED,FROM BACKS&NECKS WO/SKN,RAW",158.0,12.224862426035504,17.1,28.47822187560928,12.175499856774563,755.0,76.69220283533261
"MARGARINE-LIKE SPRD,SMART BEAT SMART SQUEEZE","EGG,WHITE,RAW,FRESH","USDA COMMODITY,TURKEY HAM,DK MEAT,SMOKED,FRZ",47.0,12.224862426035504,2.1,7.1,1.0,829.0,76.69220283533261
"MARGARINE-LIKE SPRD,SMART BALANCE OMEGA PLUS SPRD","MARGARINE-LIKE SPRD W/ YOGURT,70% FAT,STK,W/ SALT","MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB",605.0,0.13,70.95,0.16,12.175499856774563,729.0,23.0
"OIL,VEG,NATREON CANOLA,HI STABILITY,NON TRANS,HI OLEIC (70%)","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,PAM COOKING SPRAY,ORIGINAL","MARGARINE,INDUS,NON-DAIRY,CTTNSD,SOY OIL (PART HYDR )","CHICKEN,BROILERS OR FRYERS,FAT,RAW",792.0,0.26,78.69,20.69,12.175499856774563,59.0,76.69220283533261
"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB","MARGARINE-LIKE SPRD W/ YOGURT,70% FAT,STK,W/ SALT","MARGARINE, VEG OIL SPRD,70% FAT,SOYBN & PART HYDR SOYBN,STK",606.0,0.07,68.29,0.59,12.175499856774563,536.0,76.69220283533261
"MARGARINE,80% FAT,TUB,CANOLA HARVEST SOFT SPRD","MARGARINE,REG,80% FAT,COMP,STK,W/ SALT","MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D",730.0,0.41,80.32,1.39,12.175499856774563,714.0,76.69220283533261
"OIL,COOKING & SALAD,ENOVA,80% DIGLYCERIDES","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL","SALAD DRSNG,FRENCH DRSNG,RED FAT","SALAD DRSNG,FRENCH DRSNG,FAT-FREE",207.0,0.98,10.0,29.27,18.33,900.0,76.69220283533261
"MARGARINE-LIKE SPRD,BENECOL LT SPRD","TURKEY,ALL CLASSES,SKN ONLY,RAW","CHICKEN,SKN (DRUMSTICKS & THIGHS),RAW",357.0,12.224862426035504,38.71,5.71,12.175499856774563,670.0,76.69220283533261
"SALAD DRSNG,SPRAY-STYLE DRSNG,ASSORTED FLAVORS","VINEGAR,BALSAMIC","CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",165.0,0.16,10.75,16.6,14.29,1102.0,76.69220283533261
"SALAD DRSNG,MAYO,LT,SMART BALANCE,OMEGA PLUS LT","SALAD DRSNG,MAYO,LT","SALAD DRSNG,KRAFT MAYO LT MAYO",333.0,1.53,34.18,9.39,5.38,848.0,33.0
"VEG OIL SPRD,37% FAT,UNSPEC OILS,W/ SALT,W/ ADDED VITAMIN D","VEG OIL SPRD,UNSPEC OILS,APPROX 37% FAT,W/ SALT","MARGARINE-LIKE SPRD,SMART BALANCE LT BUTTERY SPRD",339.0,0.51,37.77,0.66,12.175499856774563,589.0,76.69220283533261
"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D","MARGARINE,REG,80% FAT,COMP,STK,W/ SALT","MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS",717.0,0.16,80.71,0.7,12.175499856774563,751.0,76.69220283533261
"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT,W/ ADDED VITAMIN D","MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT","MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS",713.0,0.22,80.17,0.75,12.175499856774563,657.0,76.69220283533261
"VEG OIL SPRD,60% FAT,STK,W/ SALT,W/ ADDED VITAMIN D","MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STK,W/ SALT","MARGARINE-LIKE SPRD,SMART BALANCE REG BUTTERY SPRD",537.0,0.12,60.39,0.69,12.175499856774563,785.0,76.69220283533261
"VEG OIL SPRD,60% FAT,TUB,W/ SALT,W/ ADDED VITAMIN D","MARGARINE-LIKE,VEG OIL SPRD,60% FAT,TUB,W/ SALT","VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT",533.0,0.17,59.81,0.86,12.175499856774563,785.0,1.0
"VEG-OIL SPRD,STICK/TUB/BOTTLE,60% FAT,W/ ADDED VITAMIN D","MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,W/ SALT","CHICKEN,BROILERS OR FRYERS,FAT,RAW",535.0,0.6,59.17,28.47822187560928,12.175499856774563,785.0,1.0
"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT,W/ ADDED VITAMIN D","MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT","MARGARINE,REG,80% FAT,COMP,TUB,WO/ SALT",717.0,0.16,80.71,0.7,12.175499856774563,2.0,76.69220283533261
"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT,W/VIT D","VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT","MARGARINE-LIKE,VEG OIL SPRD,60% FAT,TUB,W/ SALT",542.0,0.17,59.81,0.86,12.175499856774563,2.0,1.0
"OIL,INDUSTRIAL,CANOLA,HI OLEIC","OIL,INDUSTRIAL,SOY,LO LINOLENIC","FAT,CHICKEN",900.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,SOY,LO LINOLENIC","OIL,INDUSTRIAL,CANOLA,HI OLEIC","FAT,CHICKEN",900.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,SOY,ULTRA LO LINOLENIC","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,SOY,FULLY HYDR","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"OIL,INDUSTRIAL,CTTNSD,FULLY HYDR","SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,884.0,12.224862426035504,100.0,28.47822187560928,12.175499856774563,329.0420451215939,76.69220283533261
"SALAD DRSNG,HONEY MUSTARD,REG","SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS","SALAD DRSNG,FRENCH DRSNG,COMM,REG",464.0,0.87,40.83,23.33,15.84,650.0,29.0
"SALAD DRSNG,POPPYSEED,CREAMY","DESSERT TOPPING,SEMI SOLID,FRZ","ICE CRM,BAR OR STK,CHOC COVERED",399.0,0.92,33.33,24.53,23.39,788.0,15.0
"SALAD DRSNG,CAESAR,FAT-FREE","SALAD DRSNG,RANCH DRSNG,FAT-FREE","SOUP,STOCK,FISH,HOME-PREPARED",131.0,1.47,0.23,30.73,8.82,1265.0,1.0
"DRESSING,HONEY MUSTARD,FAT-FREE","ICE CRM SNDWCH,MADE W/ LT ICE CRM,VANILLA","SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE",169.0,1.07,1.47,38.43,17.75,1004.0,1.0
"OIL,FLAXSEED,CONTAINS ADDED SLICED FLAXSEED","MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT","MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT,W/ ADDED VITAMIN D",878.0,0.37,99.01,0.39,12.175499856774563,6.0,76.69220283533261
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW","CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,RAW","CHICK,FEET,BOILED",213.0,18.33,14.83,0.13,12.175499856774563,70.0,90.0
